x0,x1
0.219552,0.045353
0.220868,0.045923
0.222173,0.0464931
0.223464,0.047073
0.224757,0.0476531
0.226067,0.0482131
0.227355,0.048793
0.228635,0.0493731
0.229928,0.049953
0.231201,0.0505331
0.232467,0.0511219
0.233739,0.0517075
0.234991,0.0522874
0.236261,0.0528715
0.237513,0.0534615
0.238757,0.0540552
0.240006,0.0546411
0.241241,0.0552427
0.242473,0.0558347
0.243691,0.0564347
0.244906,0.0570235
0.246126,0.0576135
0.247345,0.0582035
0.248555,0.0587987
0.24977,0.0593937
0.25097,0.0599937
0.252158,0.0605937
0.253353,0.0611921
0.254533,0.0617921
0.25572,0.0623921
0.2569,0.0629921
0.258078,0.0635921
0.25925,0.0641937
0.260415,0.0647937
0.261581,0.0653953
0.262741,0.0659966
0.263896,0.0666045
0.265045,0.0672061
0.266192,0.0678111
0.267331,0.0684271
0.268473,0.0690351
0.269625,0.0696431
0.270765,0.0702447
0.271888,0.0708607
0.273011,0.0714607
0.274135,0.0720767
0.275253,0.0726911
0.276366,0.0733055
0.277477,0.0739215
0.278575,0.0745415
0.279683,0.0751495
0.28078,0.0757695
0.281881,0.0763839
0.282975,0.0769999
0.28406,0.0776159
0.285144,0.0782239
0.286214,0.0788479
0.287291,0.0794623
0.288359,0.0800783
0.289427,0.080703
0.290493,0.081318
0.291564,0.0819221
0.292625,0.0825365
0.293676,0.083156
0.294732,0.0837704
0.295773,0.0843976
0.296816,0.0850132
0.297854,0.0856132
0.298887,0.0862372
0.299913,0.086858
0.300948,0.0874756
0.301975,0.0880969
0.302996,0.0887119
0.304008,0.0893304
0.30502,0.0899504
0.30605,0.0905504
0.307048,0.0911704
0.308054,0.0917904
0.309058,0.0924104
0.31006,0.0930354
0.31106,0.0936554
0.312058,0.0942754
0.313034,0.0948954
0.314027,0.0955154
0.315012,0.0961354
0.315993,0.096753
0.316981,0.097373
0.317947,0.097993
0.318931,0.098613
0.319893,0.099233
0.320858,0.099853
0.321816,0.100473
0.322773,0.101093
0.323712,0.101713
0.324665,0.102313
0.325601,0.102933
0.32655,0.103553
0.327497,0.104173
0.328442,0.104793
0.329385,0.105408
0.330326,0.106028
0.331246,0.106648
0.332163,0.107268
0.333084,0.107868
0.334023,0.108488
0.334954,0.109108
0.335885,0.109708
0.336793,0.110328
0.337694,0.110948
0.338599,0.111568
0.339517,0.112188
0.340418,0.112808
0.341317,0.113428
0.342214,0.114048
0.343115,0.114668
0.344009,0.115268
0.344896,0.115883
0.345796,0.116498
0.346664,0.117113
0.347546,0.117713
0.348431,0.118333
0.349314,0.118953
0.350182,0.119573
0.351042,0.120173
0.35192,0.120793
0.352776,0.121393
0.353625,0.121993
0.354478,0.122593
0.355329,0.123193
0.356178,0.123805
0.357026,0.124425
0.357872,0.125025
0.358716,0.125625
0.359559,0.126225
0.360399,0.126845
0.361254,0.127465
0.362096,0.128065
0.362932,0.128665
0.363766,0.129285
0.364583,0.129905
0.365414,0.130505
0.366243,0.13111
0.367071,0.13171
0.367877,0.13233
0.368701,0.13293
0.369523,0.13353
0.370344,0.13413
0.371144,0.13475
0.371949,0.13535
0.372773,0.13595
0.373568,0.13655
0.374374,0.13715
0.375177,0.137749
0.375971,0.138349
0.376759,0.138949
0.377555,0.139549
0.378347,0.140149
0.379122,0.140751
0.379914,0.141351
0.380694,0.141951
0.381472,0.142551
0.382259,0.143143
0.383051,0.143735
0.383825,0.144335
0.384594,0.144915
0.385365,0.145515
0.386134,0.146115
0.386886,0.146715
0.387653,0.147315
0.388437,0.147915
0.3892,0.148515
0.389952,0.149095
0.390712,0.149695
0.39145,0.150295
0.392208,0.150882
0.392963,0.151462
0.393697,0.152052
0.39445,0.152652
0.395211,0.153232
0.395941,0.153822
0.396689,0.154402
0.397435,0.155002
0.39818,0.155602
0.398909,0.156182
0.399634,0.156782
0.400355,0.157364
0.40109,0.157944
0.401827,0.158524
0.402544,0.159104
0.403258,0.159704
0.403982,0.160284
0.404694,0.160864
0.405405,0.161449
0.406114,0.162029
0.406842,0.162609
0.407568,0.163189
